repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category
Maratyszcza/PeachPy,1812,12,4,2,0,6.623,2,373,3221,23,Python,false,1,Implementations,
Microsoft/Pyjion,1582,2,0,0,0,1.264,19,1099,2987,39,C++,true,0,Implementations,
stackless-dev/stackless,963,7,5,2,1,7.269,0,832,2268,2,Python,false,15,Implementations,
bpython/bpython,2476,33,13,6,2,13.328,0,41,3426,100,Python,false,1,Interactive Interpreter,
jonathanslenders/ptpython,4932,62,18,4,0,12.571,3,18,3340,51,Python,false,0,Interactive Interpreter,
ovalhub/pyicu,132,1,0,0,0,7.576,23,956,3141,17,C++,true,0,Internationalization,
thauber/django-schedule,830,0,0,0,0,0.000,45,2774,5346,10,Python,false,1,Job Scheduler,
gunnery/gunnery,755,0,0,0,0,0.000,45,2945,3620,7,Python,false,0,Job Scheduler,
fengsp/plan,1169,0,0,0,0,0.000,62,1286,3465,7,Python,false,0,Job Scheduler,
PrefectHQ/prefect,13350,312,193,63,8,23.371,0,0,1970,210,Python,false,17,Job Scheduler,
dbader/schedule,11217,68,31,17,3,6.062,0,3,3838,58,Python,false,0,Job Scheduler,
knipknap/SpiffWorkflow,1532,23,11,2,0,15.013,3,14,5079,43,Python,false,0,Job Scheduler,
Delgan/loguru,16673,341,146,76,15,20.452,0,20,2289,50,Python,false,0,Logging,
getsentry/sentry-python,1652,21,10,6,2,12.712,0,0,1981,393,Python,false,0,Logging,
openai/gym,33107,247,123,70,14,7.461,0,295,2764,938,Python,false,15,Machine Learning,
h2oai/h2o-3,6553,49,25,7,1,7.477,0,0,3550,370,Jupyter Notebook,false,0,Machine Learning,
benhamner/Metrics,1605,1,0,0,0,0.623,21,2995,4179,6,Python,false,0,Machine Learning,
numenta/nupic,6331,6,4,1,0,0.948,6,81,3881,108,Python,true,18,Machine Learning,
josephreisinger/vowpal_porpoise,167,1,1,1,1,5.988,0,1414,4236,7,Python,false,2,Machine Learning,
dmlc/xgboost,25008,160,72,37,7,6.398,0,4,3575,608,C++,false,0,Machine Learning,
mindsdb/mindsdb,19037,597,262,93,12,31.360,0,0,1937,747,Python,false,19,Machine Learning,
pythonnet/pythonnet,4082,62,34,20,2,15.189,0,13,3646,90,C#,false,0,Microsoft Windows,
mhammond/pywin32,4603,37,19,11,6,8.038,0,19,2218,82,C++,false,0,Microsoft Windows,
jek/blinker,1602,19,6,5,2,11.860,0,19,3793,20,Python,false,0,Miscellaneous,
mahmoud/boltons,6291,20,11,4,1,3.179,0,19,3926,77,Python,false,0,Miscellaneous,
pallets/itsdangerous,2756,19,8,5,1,6.894,0,76,4533,44,Python,false,0,Miscellaneous,
magenta/magenta,18733,56,29,11,3,2.989,0,133,2755,149,Python,false,0,Miscellaneous,
mitsuhiko/pluginbase,1073,4,1,1,0,3.728,3,919,3430,7,Python,false,1,Miscellaneous,
RaRe-Technologies/gensim,14794,97,40,22,3,6.557,0,51,4667,422,Python,false,13,Natural Language Processing,
saffsd/langid.py,2176,21,9,3,2,9.651,0,2320,4589,6,Python,false,1,Natural Language Processing,
clips/pattern,8585,16,9,3,2,1.864,0,1305,4585,46,Python,false,0,Natural Language Processing,
aboSamoor/polyglot,2214,13,7,1,0,5.872,1,1154,3431,24,Python,false,7,Natural Language Processing,
facebookresearch/pytext,6357,5,1,1,0,0.787,6,399,1938,167,Python,true,4,Natural Language Processing,
PetrochukM/PyTorch-NLP,2198,5,2,2,0,2.275,2,139,2095,16,Python,true,0,Natural Language Processing,
stanfordnlp/stanza,6856,40,14,4,0,5.834,1,46,2247,63,Python,false,7,Natural Language Processing,
fighting41love/funNLP,59121,1141,531,256,54,19.299,0,89,1918,12,Python,false,0,Natural Language Processing,
fxsjy/jieba,31557,196,84,42,7,6.211,0,1375,4070,40,Python,false,0,Natural Language Processing,
lancopku/pkuseg-python,6338,23,8,4,2,3.629,0,531,1934,7,Python,false,1,Natural Language Processing,
isnowfy/snownlp,6215,31,14,6,1,4.988,0,1402,3647,8,Python,false,0,Natural Language Processing,
mininet/mininet,4975,37,20,11,2,7.437,0,65,4597,71,Python,false,1,Network Virtualization,
napalm-automation/napalm,2126,13,7,3,0,6.115,1,29,3165,176,Python,false,10,Network Virtualization,
noxrepo/pox,606,2,0,0,0,3.300,16,1280,4304,21,Python,false,0,Network Virtualization,
justquick/django-activity-stream,2261,12,5,3,0,5.307,3,48,5017,93,Python,false,0,News Feed,
tschellenbach/Stream-Framework,4702,3,2,0,0,0.638,8,1224,4122,25,Python,false,5,News Feed,
pudo/dataset,4660,16,5,1,0,3.433,6,132,3886,69,Python,false,0,ORM,Relational Databases
sdispater/orator,1422,8,4,1,0,5.626,5,618,3103,28,Python,false,17,ORM,Relational Databases
encode/orm,1752,7,2,1,0,3.995,5,448,1743,54,Python,false,2,ORM,Relational Databases
coleifer/peewee,10456,90,41,19,3,8.607,0,0,4788,134,Python,false,0,ORM,Relational Databases
stephenmcd/hot-redis,289,1,0,0,0,3.460,17,1862,3682,5,Python,false,0,ORM,NoSQL Databases
MongoEngine/mongoengine,4085,20,8,5,1,4.896,0,0,4278,323,Python,false,0,ORM,NoSQL Databases
pynamodb/PynamoDB,2310,24,5,3,0,10.390,2,52,3592,98,Python,false,0,ORM,NoSQL Databases
kiddouk/redisco,438,0,0,0,0,0.000,99,2724,4337,1,Python,false,4,ORM,NoSQL Databases
jazzband/pip-tools,7206,64,27,14,2,8.881,0,17,4089,734,Python,false,0,Package Management,
sdispater/poetry,27464,448,210,111,20,16.312,0,0,2092,514,Python,false,25,Package Management,
devpi/devpi,770,19,11,6,0,24.675,2,19,2426,84,Python,false,0,Package Repositories,
jazzband/localshop,392,1,1,0,0,2.551,13,491,4307,36,Less,false,0,Package Repositories,
pypa/warehouse,3381,17,8,5,0,5.028,1,0,3888,605,Python,false,7,Package Repositories,
Manisso/fsociety,9702,144,57,26,5,14.842,0,441,2637,18,Python,false,0,Penetration Testing,
trustedsec/social-engineer-toolkit,9571,120,58,21,2,12.538,0,664,3976,70,Python,false,1,Penetration Testing,
sqlmapproject/sqlmap,28890,462,162,77,10,15.992,0,8,4165,118,Python,false,0,Penetration Testing,
django-guardian/django-guardian,3476,21,6,3,0,6.041,1,605,4917,143,Python,false,2,Permissions,
dfunckt/django-rules,1714,17,8,3,1,9.918,0,271,3546,27,Python,false,0,Permissions,
amitt001/delegator.py,1670,2,1,1,0,1.198,5,1660,2501,23,Python,false,1,Processes,
amoffat/sh,6742,22,7,4,1,3.263,0,1,4328,77,Python,false,1,Processes,
spotify/annoy,12169,147,58,23,7,12.080,0,93,3885,140,C++,false,0,Recommender Systems,
ibayer/fastFM,1055,5,3,2,0,4.739,4,972,3312,15,Python,false,4,Recommender Systems,
benfred/implicit,3322,36,19,9,2,10.837,0,41,2774,30,Python,false,4,Recommender Systems,
guestwalk/libffm,1587,5,1,0,0,3.151,11,1733,3089,5,C++,false,0,Recommender Systems,
lyst/lightfm,4475,35,16,8,0,7.821,1,205,3036,32,Python,false,0,Recommender Systems,
maciejkula/spotlight,2917,9,6,3,0,3.085,1,1380,2340,10,Python,false,0,Recommender Systems,
NicolasHug/Surprise,6036,51,25,11,1,8.449,0,298,2585,40,Python,false,3,Recommender Systems,
jfkirk/tensorrec,1247,4,3,3,1,3.208,0,1385,2457,7,Python,false,0,Recommender Systems,
python-rope/rope,1729,33,20,12,2,19.086,0,16,3643,71,Python,false,0,Refactoring,
pyeve/eve,6647,9,4,2,0,1.354,1,134,4047,182,Python,false,0,RESTful API,Flask
flask-api/flask-api,1403,4,2,2,0,2.851,1,8,3566,33,Python,false,0,RESTful API,Flask
flask-restful/flask-restful,6698,24,15,5,1,3.583,0,184,4057,148,Python,false,2,RESTful API,Flask
Cornices/cornice,378,0,0,0,0,0.000,47,131,4423,96,Python,false,0,RESTful API,Pyramid
encode/apistar,5591,3,3,1,0,0.537,2,812,2440,88,Python,true,1,RESTful API,Framework agnostic
falconry/falcon,9294,19,5,4,0,2.044,2,8,4002,191,Python,false,1,RESTful API,Framework agnostic
tiangolo/fastapi,64837,1230,596,298,41,18.971,0,3,1809,538,Python,false,4,RESTful API,Framework agnostic
hugapi/hug,6741,6,3,1,0,0.890,6,144,3049,105,Python,false,0,RESTful API,Framework agnostic
jeffknupp/sandman2,1966,4,3,1,0,2.035,4,1065,3315,20,Python,false,17,RESTful API,Framework agnostic
huge-success/sanic,17448,62,32,11,0,3.553,1,75,2735,298,Python,false,0,RESTful API,Framework agnostic
AtsushiSakai/PythonRobotics,20312,327,169,74,15,16.099,0,0,2801,105,Python,false,0,Robotics,
0rpc/zerorpc-python,3116,11,4,1,1,3.530,0,684,4287,30,Python,false,1,RPC Servers,
chapmanb/bcbio-nextgen,955,4,2,0,0,4.188,7,26,3940,79,Python,false,1,Science,
chapmanb/bcbb,580,1,1,0,0,1.724,13,253,5459,23,Python,false,0,Science,
benedekrozemberczki/karateclub,2010,21,9,6,1,10.448,0,142,1447,14,Python,false,0,Science,
pymc-devs/pymc3,7880,54,29,14,1,6.853,0,3,5313,414,Python,false,8,Science,
statsmodels/statsmodels,9037,106,50,17,3,11.730,0,23,4545,356,Python,false,7,Science,
sympy/sympy,11559,121,59,34,7,10.468,0,0,4952,1172,Python,false,0,Science,
quantopian/zipline,16611,65,35,16,5,3.913,0,1133,4050,129,Python,false,0,Science,
django-haystack/django-haystack,3490,4,1,1,0,1.146,3,0,5408,189,Python,false,0,Search,
elastic/elasticsearch-dsl-py,3724,16,7,6,1,4.296,0,8,3548,1969,Python,false,0,Search,
django-haystack/pysolr,653,3,1,0,0,4.594,7,0,5256,53,Python,false,4,Search,
marshmallow-code/marshmallow,6725,37,16,9,1,5.502,0,5,3662,179,Python,false,0,Serialization,
TkTech/pysimdjson,610,7,3,1,1,11.475,0,79,1733,14,Python,false,11,Serialization,
python-rapidjson/python-rapidjson,486,1,0,0,0,2.058,26,23,2995,20,C++,false,0,Serialization,
esnme/ultrajson,4170,28,19,14,3,6.715,0,20,4649,67,C,false,0,Serialization,
nficano/python-lambda,1456,3,2,1,1,2.060,0,536,2825,42,Python,false,17,Serverless Frameworks,
zappa/Zappa,2775,54,24,11,1,19.459,0,11,1224,246,Python,false,31,Serverless Frameworks,
jazzband/tablib,4302,15,6,2,1,3.487,0,13,4621,674,Python,false,0,Specific Formats Processing,General
elapouya/python-docx-template,1728,31,13,6,2,17.940,0,197,3176,44,Python,false,5,Specific Formats Processing,Office
pyexcel/pyexcel,1146,3,2,1,0,2.618,1,128,3378,21,Python,false,10,Specific Formats Processing,Office
python-openxml/python-docx,3893,74,45,20,3,19.008,0,17,3689,12,Python,false,1,Specific Formats Processing,Office
scanny/python-pptx,1969,46,22,9,4,23.362,0,18,4017,8,Python,false,8,Specific Formats Processing,Office
unoconv/unoconv,2461,8,4,2,0,3.251,1,739,4607,49,Python,false,0,Specific Formats Processing,Office
jmcnamara/XlsxWriter,3365,22,6,1,0,6.538,2,13,3973,47,Python,false,0,Specific Formats Processing,Office
ZoomerAnalytics/xlwings,2742,27,13,5,2,9.847,0,16,3536,47,Python,false,0,Specific Formats Processing,Office
euske/pdfminer,5112,14,9,5,0,2.739,0,1403,4727,19,Python,false,2,Specific Formats Processing,PDF
mstamy2/PyPDF2,6636,155,61,32,3,23.357,0,7,4337,208,Python,false,0,Specific Formats Processing,PDF
lepture/mistune,2350,17,12,6,5,7.234,0,47,3563,44,Python,false,0,Specific Formats Processing,Markdown
waylan/Python-Markdown,3428,38,17,6,2,11.085,0,1,4924,154,Python,false,0,Specific Formats Processing,Markdown
wireservice/csvkit,5637,38,18,9,1,6.741,0,0,4617,97,Python,false,5,Specific Formats Processing,CSV
mitsuhiko/unp,413,0,0,0,0,0.000,62,3373,3376,2,Python,false,0,Specific Formats Processing,Archive
lektor/lektor,3723,20,8,5,1,5.372,0,9,2894,88,Python,false,0,Static Site Generator,
sunainapai/makesite,1743,4,1,0,0,2.295,7,404,2075,9,Python,false,0,Static Site Generator,
getnikola/nikola,2494,14,6,3,0,5.613,1,7,4238,211,Python,false,17,Static Site Generator,
getpelican/pelican,11875,76,41,13,2,6.400,0,2,4784,422,Python,false,0,Static Site Generator,
jazzband/django-taggit,3143,17,9,4,0,5.409,4,26,5095,694,Python,false,0,Tagging,
Bogdanp/dramatiq,3830,44,18,10,1,11.488,0,15,2366,89,Python,false,0,Task Queues,
coleifer/huey,4693,44,22,11,1,9.376,0,0,4401,56,Python,false,0,Task Queues,
pricingassistant/mrq,877,0,0,0,0,0.000,51,1073,3568,44,Python,false,3,Task Queues,
rq/rq,9223,58,24,9,2,6.289,0,10,4390,272,Python,false,0,Task Queues,
pallets/jinja,9615,74,35,19,2,7.696,0,76,4783,272,Python,false,0,Template Engine,
HypothesisWorks/hypothesis,7035,78,40,15,5,11.087,0,0,3908,290,Python,false,0,Testing,Testing Frameworks
nose-devs/nose2,762,4,2,1,0,5.249,6,14,4360,66,Python,false,0,Testing,Testing Frameworks
robotframework/robotframework,8519,116,50,30,6,13.617,0,4,3434,176,Python,false,0,Testing,Testing Frameworks
CleanCut/green,777,2,1,1,0,2.574,6,187,3520,37,Python,false,0,Testing,Test Runners
locustio/locust,22534,255,145,67,7,11.316,0,0,4660,263,Python,false,0,Testing,GUI / Web Testing
asweigart/pyautogui,8881,137,61,37,5,15.426,0,167,3413,49,Python,false,2,Testing,GUI / Web Testing
kiwicom/schemathesis,1913,47,26,14,1,24.569,0,1,1555,49,Python,false,0,Testing,GUI / Web Testing
seatgeek/sixpack,1757,1,1,1,0,0.569,5,1182,4023,52,Python,false,22,Testing,GUI / Web Testing
cobrateam/splinter,2669,11,7,4,0,4.121,1,6,4811,162,Python,false,0,Testing,GUI / Web Testing
spulec/freezegun,3858,28,14,4,1,7.258,0,272,3997,99,Python,false,2,Testing,Mock
patrys/httmock,460,2,0,0,0,4.348,18,1119,3898,25,Python,false,0,Testing,Mock
gabrielfalcao/HTTPretty,2075,4,1,1,0,1.928,6,400,4680,83,Python,false,0,Testing,Mock
mindflayer/python-mocket,268,2,0,0,0,7.463,16,9,3857,17,Python,false,0,Testing,Mock
getsentry/responses,3973,19,11,4,1,4.782,0,6,3657,325,Python,false,0,Testing,Mock
kevin1024/vcrpy,2524,17,7,3,0,6.735,1,104,4193,118,Python,false,0,Testing,Mock
FactoryBoy/factory_boy,3233,20,13,6,0,6.186,2,41,4577,118,Python,false,0,Testing,Object Factories
klen/mixer,918,1,0,0,0,1.089,28,608,3838,39,Python,false,1,Testing,Object Factories
vandersonmota/model_mommy,909,0,0,0,0,0.000,43,1491,4699,87,Python,true,3,Testing,Object Factories
emirozer/fake2db,2235,5,2,2,1,2.237,0,1457,3562,17,Python,false,1,Testing,Fake Data
joke2k/faker,16539,182,81,44,3,11.004,0,1,4025,507,Python,false,0,Testing,Fake Data
lk-geimfari/mimesis,4110,24,10,3,1,5.839,0,9,2628,107,Python,false,1,Testing,Fake Data
chardet/chardet,1995,19,9,4,0,9.524,1,111,4134,46,Python,false,0,Text Processing,General
LuminosoInsight/python-ftfy,3622,9,2,2,0,2.485,5,392,4106,13,Python,false,2,Text Processing,General
seatgeek/fuzzywuzzy,9015,30,16,5,0,3.328,1,802,4518,264,Python,false,0,Text Processing,General
vinta/pangu.py,216,2,1,1,1,9.259,0,236,3570,7,Python,false,0,Text Processing,General
pwaller/pyfiglet,1241,24,12,5,1,19.339,0,25,4730,27,Python,false,0,Text Processing,General
mozillazg/python-pinyin,4517,33,15,3,0,7.306,3,73,3720,18,Python,false,1,Text Processing,General
orsinium/textdistance,3218,28,6,4,0,8.701,1,54,2391,11,Python,false,39,Text Processing,General
dimka665/awesome-slugify,476,0,0,0,0,0.000,80,2495,3685,11,Python,false,2,Text Processing,Slugify
un33k/python-slugify,1396,9,6,2,0,6.447,1,27,4054,34,Python,false,0,Text Processing,Slugify
mozilla/unicode-slugify,319,0,0,0,0,0.000,84,759,4624,20,Python,false,0,Text Processing,Slugify
davidaurelio/hashids-python,1401,1,1,0,0,0.714,13,1170,3832,8,Python,false,0,Text Processing,Unique identifiers
skorokithakis/shortuuid,1936,14,6,3,0,7.231,2,268,4700,30,Python,false,1,Text Processing,Unique identifiers
dabeaz/ply,2611,22,12,3,1,8.426,0,216,4706,35,Python,false,0,Text Processing,Parser
pyparsing/pyparsing,1988,24,10,6,0,12.072,1,1,2382,62,Python,false,0,Text Processing,Parser
derek73/python-nameparser,610,4,0,0,0,6.557,20,61,3520,23,Python,false,0,Text Processing,Parser
daviddrysdale/python-phonenumbers,3333,15,5,3,2,4.500,0,7,4597,24,Python,false,0,Text Processing,Parser
selwin/python-user-agents,1389,9,2,1,0,6.479,3,278,3972,24,Python,false,3,Text Processing,Parser
andialbrecht/sqlparse,3441,28,17,8,0,8.137,1,39,4233,85,Python,false,0,Text Processing,Parser
boto/boto3,8427,71,37,19,5,8.425,0,0,3335,142,Python,false,0,Third-party APIs,
istrategylabs/django-wordpress,340,0,0,0,0,0.000,76,2126,5352,9,Python,false,0,Third-party APIs,
mobolic/facebook-sdk,2705,5,3,3,1,1.848,0,1059,4577,83,Python,false,0,Third-party APIs,
google/google-api-python-client,7007,80,35,22,2,11.417,0,6,3603,282,Python,false,0,Third-party APIs,
burnash/gspread,6651,44,17,9,1,6.616,0,1,4372,151,Python,false,0,Third-party APIs,
ryanmcgrath/twython,1848,3,2,0,0,1.623,11,857,5346,88,Python,false,7,Third-party APIs,
gruns/furl,2517,9,3,2,0,3.576,3,477,4387,12,Python,false,1,URL Manipulation,
codeinthehole/purl,293,1,1,1,0,3.413,4,919,4255,14,Python,false,4,URL Manipulation,
ellisonleao/pyshorteners,368,0,0,0,0,0.000,46,532,3704,20,Python,true,0,URL Manipulation,
marshmallow-code/webargs,1345,4,2,2,0,2.974,4,5,3564,55,Python,false,0,URL Manipulation,
aizvorski/scikit-video,130,1,1,1,1,7.692,0,2732,3463,2,Python,false,0,Video,
abhiTronix/vidgear,3017,40,15,9,3,13.258,0,72,1710,12,Python,false,0,Video,
django-compressor/django-compressor,2719,10,5,3,1,3.678,0,141,5037,194,Python,false,0,Web Asset Management,
jazzband/django-pipeline,1483,3,2,2,0,2.023,3,224,4554,709,Python,false,0,Web Asset Management,
jschneier/django-storages,2533,19,10,6,1,7.501,0,30,3269,242,Python,false,0,Web Asset Management,
miracle2k/flask-assets,443,1,0,0,0,2.257,26,30,4855,39,Python,false,20,Web Asset Management,
miracle2k/webassets,918,2,0,0,0,2.179,14,934,5096,143,Python,false,0,Web Asset Management,
Alir3z4/html2text,1516,18,11,7,2,11.873,0,636,3561,3,Python,false,0,Web Content Extracting,
michaelhelmick/lassie,593,1,0,0,0,1.686,21,823,3765,12,HTML,false,0,Web Content Extracting,
coleifer/micawber,611,3,1,1,1,4.910,0,6,4255,23,Python,false,0,Web Content Extracting,
codelucas/newspaper,13282,90,45,32,3,6.776,0,1175,3648,96,Python,false,15,Web Content Extracting,
buriy/python-readability,2385,16,9,2,0,6.709,1,157,4586,2,Python,false,0,Web Content Extracting,
psf/requests-html,13409,56,23,10,0,4.176,1,232,2095,65,Python,false,14,Web Content Extracting,
miso-belica/sumy,3291,27,11,5,0,8.204,1,11,3926,28,Python,false,0,Web Content Extracting,
deanmalmgren/textract,3655,21,7,4,2,5.746,0,621,3427,34,HTML,false,0,Web Content Extracting,
gaojiuli/toapi,3421,7,2,0,0,2.046,8,876,2185,8,Python,false,9,Web Content Extracting,
chineking/cola,1483,1,0,0,0,0.674,14,1360,3842,2,Python,false,1,Web Crawling,
lorien/grab,2330,8,3,1,0,3.433,5,143,3856,50,Python,false,0,Web Crawling,
MechanicalSoup/MechanicalSoup,4469,14,3,0,0,3.133,8,139,3466,45,Python,false,3,Web Crawling,
scrapinghub/portia,9040,28,15,7,1,3.097,0,1595,3532,200,Python,false,0,Web Crawling,
binux/pyspider,16101,41,14,4,1,2.546,0,1206,3559,51,Python,false,26,Web Crawling,
jmcarp/robobrowser,3685,6,4,1,1,1.628,0,3088,3572,10,Python,false,7,Web Crawling,
MasoniteFramework/masonite,2083,19,10,7,0,9.121,1,23,2176,74,Python,false,19,Web Frameworks,Synchronous
crossbario/autobahn-python,2446,5,3,0,0,2.044,7,160,4500,123,Python,false,2,WebSocket,
django/channels,5773,24,11,5,1,4.157,0,77,3093,243,Python,false,0,WebSocket,
aaugustin/websockets,4782,43,15,5,0,8.992,1,18,3888,65,Python,false,0,WebSocket,
jonashaag/bjoern,2953,7,3,2,0,2.370,1,436,5012,41,C,false,0,WSGI Servers,
benoitc/gunicorn,9245,63,29,16,3,6.814,0,2,5104,358,Python,false,0,WSGI Servers,
Pylons/waitress,1314,10,5,2,1,7.610,0,73,4357,61,Python,false,0,WSGI Servers,
pallets/werkzeug,6450,20,7,2,0,3.101,2,10,4782,434,Python,false,0,WSGI Servers,
